exam_id,professor,course,term,exam_no,q_no,points,concept,stem
"exam-03","Ponder","Chem 261","F13","3","7A","5","synthesis-multistep","Synthesize phenacetin from acetaminophen: acetaminophen has para-OH group; deprotonate with NaOH or K2CO3 to give phenoxide; react with EtBr or EtI (Williamson ether synthesis) to give para-OEt (phenacetin)"
"exam-03","Ponder","Chem 261","F13","3","7B","3","other","Identify analytical method to determine if starting material (acetaminophen) remains in phenacetin product: TLC with appropriate eluent and UV/ninhydrin visualization; or HPLC; melting point comparison would also indicate purity"
"exam-03","Ponder","Chem 261","F13","3","8","10","alkyne-reactions","9-BBN preparation: react BH3 with 1,5-cyclooctadiene (two hydroboration steps); then 1-pentyne + 9-BBN/THF then H2O2/NaOH: hydroboration adds B to terminal C1 (anti-Markovnikov) giving vinyl borane; oxidation converts C-B to C-OH giving enol that tautomerizes to n-pentanal; identify 9-BBN ring oxidation byproduct"
"exam-03","Ponder","Chem 261","F13","3","9","10","mechanism-addition","Write mechanism for acid-catalyzed conversion of R-(-)-carvone to carvacrol: 6M H2SO4/reflux; protonation of isopropenyl C=C → tertiary carbocation; rearrangement and cyclization; aromatization through sequential proton loss steps; show resonance structures for carbocation intermediates; phenol product formed"
"exam-03","Ponder","Chem 261","F13","3","10","10","mechanism-E2","Intramolecular elimination of OTs group in bicyclic ketone under base: general arrow-pushing mechanism gives 10-membered cyclodecenone; for specific diastereomers: diaxial E2 geometry requirement determines whether each isomer reacts and what E/Z stereochemistry the C=C bond has in the product"
"exam-04","Ponder","Chem 261","F13","4","1",10,"retrosynthetic-analysis","Suggest five different ways to make 1-cyclopentyl-2-propanol in a single step; each method must have a different set of starting materials (no organic starting material in common); at least three methods must form a C-C bond and these three must form different C-C bonds; show starting materials and reaction conditions including workup"
"exam-04","Ponder","Chem 261","F13","4","2A",4,"neighboring-group-participation","A student attempts to make a bromohydrin methoxy ether from pent-4-en-1-ol + Br2/MeOH but instead gets a C5H9BrO product in excellent yield; identify the observed product and explain how it is formed"
"exam-04","Ponder","Chem 261","F13","4","2B",4,"synthesis-planning","Suggest an alternative multi-step synthetic route to convert pent-4-en-1-ol into the intended product (Markovnikov bromohydrin ether)"
"exam-04","Ponder","Chem 261","F13","4","3A",3,"dithiane-removal","Predict the major product (with stereochemistry): a C2-symmetric diol bearing a 1,3-dithiane (specific wedge/dash bond stereochemistry on both OH groups) treated with Zn, HCl"
"exam-04","Ponder","Chem 261","F13","4","3B",3,"oxidation-allylic-alcohol","Predict the major product: (E)-oct-2-en-1-ol treated with Dess-Martin periodinane (hypervalent iodine oxidant with three OAc groups)"
"exam-04","Ponder","Chem 261","F13","4","3C",3,"organocuprate-reaction","Predict the major product: (bromomethyl)cyclohexane treated with (1) Li, (2) CuI, (3) (E)-1-iodopent-2-ene"
"exam-04","Ponder","Chem 261","F13","4","3D",3,"PBr3-reaction","Predict the major product with stereochemistry: a chiral primary alcohol with a stereocenter at C2 (shown as a 2-methylbutan-1-ol derivative with specific stereo bonds at chiral center) treated with PBr3"
"exam-04","Ponder","Chem 261","F13","4","4",10,"synthesis-multistep","Synthesize 2-methylheptan-4-one (alarm pheromone of Tapinoma nigerrimum) starting from organic molecules of three or fewer carbons and any needed inorganic reagents; evaluated on total steps, individual step yield, and selectivity"
"exam-04","Ponder","Chem 261","F13","4","5A",5,"Huckel-MO-aromaticity","Calculate total Huckel pi-electron energy for fulvene (MO energies given: a+2.11b through a-1.86b); compare to three isolated C=C bonds, hexatriene, and benzene using given MO energy tables; based on Huckel MO, is fulvene aromatic, conjugated, or something in between?"
"exam-04","Ponder","Chem 261","F13","4","5B",4,"thermodynamic-aromaticity","Use given heats of formation (benzene 19.8, cyclohexane -29.8, fulvene 53.3, hexane -39.9, hexatriene 40.2, methylcyclopentane -25.3 kcal/mol) to compare pi-stabilization of fulvene, benzene, and hexatriene; is fulvene aromatic, conjugated, or in between based on thermodynamics?"
"exam-04","Ponder","Chem 261","F13","4","5C",3,"dipole-moment-resonance","Explain why fulvene has an unusually large dipole moment (1.1 D) for a hydrocarbon, and why 6-dimethylaminofulvene has an extremely large dipole moment of 4.5 D"
"exam-04","Ponder","Chem 261","F13","4","6A",2,"Lewis-dot-structure","Draw the Lewis dot structure for BF3"
"exam-04","Ponder","Chem 261","F13","4","6B",2,"percent-yield","Compound I (0.50 g) reacts with BF3 catalyst (0.40 g) in THF to give Compound II (C14H12, 0.19 g, m.p. 124-125 C); calculate the percent yield"
"exam-04","Ponder","Chem 261","F13","4","6C",2,"structure-determination","What is the structure of Compound II (C14H12, white crystalline solid m.p. 124-125 C) formed by BF3-catalyzed reaction of Compound I (colorless liquid)?"
"exam-04","Ponder","Chem 261","F13","4","6D",4,"reaction-mechanism-Lewis-acid","Provide a curved-arrow mechanism to account for the BF3-catalyzed formation of Compound II (C14H12) from Compound I"
"exam-04","Ponder","Chem 261","F13","4","7",8,"Huckel-rule-aromaticity","Classify each of 8 structures as aromatic, antiaromatic, or nonaromatic: A=bicyclo[4.3.0] fused 5,6 (indene-like), B=cyclooctatetraene derivative, C=pentalene (fused bicyclic 5,5), D=thiazole, E=phenanthrene-type polycyclic aromatic, F=cyclooctatetraene, G=para-pyranone (6-membered ring with O and C=O), H=cyclohexadiyne (two triple bonds in 6-membered ring)"
"exam-04","Ponder","Chem 261","F13","4","8A",5,"Swern-oxidation-mechanism","In the first step of the Swern oxidation, DMSO reacts with oxalyl chloride (ClCOCOCl) at low temperature; identify the reactive chlorosulfonium intermediate and provide a complete curved-arrow mechanism for its formation"
"exam-04","Ponder","Chem 261","F13","4","8B",2,"Swern-oxidation-product","In the Swern oxidation second step, 3-pentanol and at least two equivalents of Et3N are added to the preformed reactive intermediate; what is the final product?"
"exam-04","Ponder","Chem 261","F13","4","8C",5,"Kornblum-oxidation-mechanism","Provide a full curved-arrow mechanism for the Kornblum oxidation: primary alkyl chloride (RCH2Cl) + DMSO + Et3N yields aldehyde (RCH2CHO); DMSO attacks halide nucleophilically then proceeds via sulfur ylide intermediate analogous to Swern oxidation"
"exam-04","Ponder","Chem 261","F13","4","9",8,"synthesis-multistep-ester","Devise a synthesis of isobutyl angelate (isobutyl (Z)-2-methylbut-2-enoate, major component of Roman chamomile essential oil) from compounds of four or fewer carbons; evaluated on total steps, yield of individual steps, and stereoselectivity"
"exam-04","Ponder","Chem 261","F13","4","10",10,"carbocation-terpene-rearrangement","Provide a complete curved-arrow mechanism with all intermediates for acid-catalyzed (H+) conversion of germacrene A (sesquiterpene, 10-membered ring with exocyclic alkenes) to vetispiradiene (spirocyclic product), consistent with an enzyme-mediated acid-catalyzed rearrangement series"
"exam-05","Ponder","Chem 261","F13","Final","1a",3,"aromaticity","Draw three resonance structures of the benzenium ion (protonated benzene, C6H7+)."
"exam-05","Ponder","Chem 261","F13","Final","1b",3,"aromaticity","For the benzenium ion: how many pi electrons does it have, what is the hybridization of the sp3 carbon, and is it aromatic antiaromatic or non-aromatic?"
"exam-05","Ponder","Chem 261","F13","Final","1c",4,"molecular-orbital-theory","Draw a picture of the HOMO of the benzenium ion."
"exam-05","Ponder","Chem 261","F13","Final","2",8,"structure-determination","Compound B has molecular formula C8H16. Halogenation gives a meso dibromo product; ozonolysis gives only one C4H8O aldehyde; NaBH4 reduction of that aldehyde gives a racemic alcohol. Determine the structure of B."
"exam-05","Ponder","Chem 261","F13","Final","3A",3,"oxidation","Predict the product(s) when cycloheptene is treated with OsO4 followed by NaHSO3 workup."
"exam-05","Ponder","Chem 261","F13","Final","3B",3,"reduction","Predict the product(s) when a lactone is treated sequentially with LiAlH4 then PCC."
"exam-05","Ponder","Chem 261","F13","Final","3C",3,"diels-alder","Predict the major product (including stereochemistry) of the Diels-Alder reaction between a diene and acrolein (propenal)."
"exam-05","Ponder","Chem 261","F13","Final","3D",3,"olefin-metathesis","Predict the product when an allyloxy-vinylbenzene substrate undergoes ring-closing metathesis with Grubbs catalyst."
"exam-05","Ponder","Chem 261","F13","Final","4",10,"synthesis","Synthesize a trans-epoxide bearing propyl and acetonyl substituents from starting materials of 4 carbons or fewer. Show all steps with reagents."
"exam-05","Ponder","Chem 261","F13","Final","5a",3,"reaction-mechanism","Write the complete curved-arrow mechanism for saponification (base-catalyzed hydrolysis) of an ester."
"exam-05","Ponder","Chem 261","F13","Final","5b",3,"isotope-labeling","Where does the 18O label appear in the products when an ester undergoes acid-catalyzed hydrolysis with H2-18O? Explain via mechanism."
"exam-05","Ponder","Chem 261","F13","Final","5c",4,"reaction-mechanism","Write the mechanism for acid-catalyzed hydrolysis of a tert-butyl ester via the SN1 pathway. Why does this substrate prefer SN1 over AAc2?"
"exam-05","Ponder","Chem 261","F13","Final","6a",6,"kinetic-isotope-effect","Compound P has H anti to Br; compound Q has D anti to Br. In an E2 reaction which reacts faster? Draw the relevant transition states and explain."
"exam-05","Ponder","Chem 261","F13","Final","6b",4,"kinetic-isotope-effect","Given that the rate ratio kH/kD = 100000 for the E2 reactions above calculate the difference in activation energies (delta-delta-Ea) at 25 degrees C."
"exam-05","Ponder","Chem 261","F13","Final","7a",3,"radical-reactions","Write the propagation steps for radical fluorination of an alkane and calculate delta-Hrxn using BDEs."
"exam-05","Ponder","Chem 261","F13","Final","7b",2,"radical-reactions","Explain why the F-F bond is unusually weak compared to Cl-Cl and Br-Br."
"exam-05","Ponder","Chem 261","F13","Final","7c",3,"polymer-chemistry","Draw the repeating unit of polystyrene and write the propagation step for its radical polymerization."
"exam-05","Ponder","Chem 261","F13","Final","7d",2,"polymer-chemistry","Explain why radical polymerization of styrene gives predominantly head-to-tail connectivity rather than head-to-head."
"exam-05","Ponder","Chem 261","F13","Final","8",10,"terpene-biosynthesis","Using curved arrows show the complete mechanism for the biosynthetic conversion of farnesyl pyrophosphate to cryptomeridiol."
"exam-05","Ponder","Chem 261","F13","Final","9a",4,"stereoisomerism","Three compounds F G and H all have molecular formula C9H16O2. Identify the type of isomerism (constitutional enantiomers or diastereomers) between each pair."
"exam-05","Ponder","Chem 261","F13","Final","9b",4,"conformational-analysis","Rank compounds F G and H in order of stability. Explain the role of hyperconjugation in determining relative energies."
"exam-05","Ponder","Chem 261","F13","Final","10a",4,"diels-alder","The natural product delta-ambrinol can be made via intramolecular Diels-Alder. Draw the direct precursor K that undergoes this cyclization."
"exam-05","Ponder","Chem 261","F13","Final","10b",8,"synthesis","Synthesize compound K from starting materials of 4 carbons or fewer. Show all steps with reagents and conditions."
"Exam-1","Bean/Cai","Chem 3331","F02","1","1",15,"nomenclature","Name the following compounds using IUPAC nomenclature or draw the structure for the given name."
"Exam-1","Bean/Cai","Chem 3331","F02","1","2",14,"resonance","Draw all significant resonance structures for each of the given species."
"Exam-1","Bean/Cai","Chem 3331","F02","1","3",6,"intermolecular-forces","Rank the following compounds in order of increasing boiling point. Explain your reasoning."
"Exam-1","Bean/Cai","Chem 3331","F02","1","4",4,"intermolecular-forces","Which of the following compounds can form hydrogen bonds with water? Explain."
"Exam-1","Bean/Cai","Chem 3331","F02","1","5",6,"acidity","Rank the following compounds in order of increasing acidity (lowest pKa = strongest). Explain each ranking."
"Exam-1","Bean/Cai","Chem 3331","F02","1","6",6,"acid-base","For the given acid-base reaction identify the acid base conjugate acid and conjugate base. Predict which side is favored at equilibrium."
"Exam-1","Bean/Cai","Chem 3331","F02","1","7",10,"molecular-structure","Identify the hybridization of each labeled atom in the given structures."
"Exam-1","Bean/Cai","Chem 3331","F02","1","8",10,"substitution-reactions","Write the mechanism for the given substitution reaction. Classify as SN1 or SN2 and predict the stereochemical outcome."
"Exam-1","Bean/Cai","Chem 3331","F02","1","9",12,"conformational-analysis","Draw both chair conformations of the given cyclohexane derivative. Determine which is more stable and by how much."
"Exam-1","Bean/Cai","Chem 3331","F02","1","10",11,"stereochemistry","Draw all stereoisomers formed when ethylcyclopropane undergoes radical bromination. Classify the relationship between each pair."
"Exam-1","Bean/Cai","Chem 3331","F02","1","11",6,"radical-reactions","Using bond dissociation energies calculate delta-Hrxn for the iodination of the given alkane. Is the reaction thermodynamically favorable?"
"Exam-2","Bean","Chem 3331","F02","2","A",12,"nomenclature","Name the following compounds using IUPAC nomenclature or draw the structure for the given name."
"Exam-2","Bean","Chem 3331","F02","2","B1",3,"radical-reactions","Rank the following radicals in order of stability. Explain the trend."
"Exam-2","Bean","Chem 3331","F02","2","B2",3,"elimination-reactions","Rank the following substrates in order of E2 reactivity with a strong base. Explain."
"Exam-2","Bean","Chem 3331","F02","2","B3",3,"substitution-reactions","Rank the following substrates in order of SN2 reactivity. Explain."
"Exam-2","Bean","Chem 3331","F02","2","B4",6,"stereochemistry","For the given reaction draw all stereoisomers of the product and classify their relationships."
"Exam-2","Bean","Chem 3331","F02","2","B5",9,"stereochemistry","Assign R/S configuration to each stereocenter in the given structures. Identify which pairs are enantiomers or diastereomers."
"Exam-2","Bean","Chem 3331","F02","2","B6",10,"reaction-kinetics","Draw a reaction energy diagram for the given two-step reaction. Label all intermediates transition states activation energies and delta-Hrxn."
"Exam-2","Bean","Chem 3331","F02","2","C",32,"substitution-reactions","Complete the following reactions by drawing the major product(s) with correct stereochemistry."
"Exam-2","Bean","Chem 3331","F02","2","D",10,"reaction-mechanism","Write a complete curved-arrow mechanism for SN1 solvolysis of cyclopentyl iodide. Show all intermediates and explain why SN1 is preferred."
"Exam-2","Bean","Chem 3331","F02","2","E",12,"synthesis","Propose a synthesis of phenol from cyclohexane. Show all steps with reagents and conditions."
"Exam-3","Bean","Chem 3331","F02","3","A",12,"nomenclature","Name the following compounds using IUPAC nomenclature or draw the structure for the given name."
"Exam-3","Bean","Chem 3331","F02","3","B",26,"reaction-predictions","Answer the following short-answer questions about organic reactions mechanisms and reactivity (multiple parts)."
"Exam-3","Bean","Chem 3331","F02","3","C1",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","C2",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","C3",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","C4",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","C5",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","C6",7,"reactions","Complete the reaction: draw the major product(s) with correct stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","D",10,"reaction-mechanism","Write a complete curved-arrow mechanism for the given epoxide ring-opening reaction. Show regiochemistry and stereochemistry."
"Exam-3","Bean","Chem 3331","F02","3","E",10,"synthesis","Propose a synthesis of a vicinal dibromo compound from cyclohexane. Show all steps with reagents and conditions."
"exam1_s05","Berkowski","5.12","S05","1","1",1,"acidity","What is the pKa of a sp hybridized carbon atom? (a) 25 (b) 35 (c) 45 (d) 50"
"exam1_s05","Berkowski","5.12","S05","1","2",2,"conformational-analysis","Which of ethane propane butane and cyclohexane has the lowest barrier to rotation? Which has the highest? Explain."
"exam1_s05","Berkowski","5.12","S05","1","3",2,"stereochemistry","Rank the following substituents in order of CIP priority (1 = highest): -CH=CH2 -CN -CH2NH2 -CH2Br."
"exam1_s05","Berkowski","5.12","S05","1","4",1,"stereochemistry","If a chiral molecule has absolute configuration R which direction does it rotate plane-polarized light?"
"exam1_s05","Berkowski","5.12","S05","1","5",6,"acid-base","Enter pKa values for the given acids in two equilibria (phenol + hydroxide; acetate + trimethylammonium). Indicate whether reactants or products are favored at equilibrium."
"exam1_s05","Berkowski","5.12","S05","1","6",10,"acid-base","Complete two acid-base reactions: (a) N-methylenamine + protonated trimethylamine; (b) trifluoroacetate + acetic acid. Draw lone pairs curved arrows and circle the favored equilibrium direction."
"exam1_s05","Berkowski","5.12","S05","1","7",10,"acidity","Rank two sets of 5 molecules each in order of acidity (1 = most acidic): Set 1 contains HNMe2 HSSH HPMe2 HCl and H-CMe3. Set 2 contains five protonated heteroatom species."
"exam1_s05","Berkowski","5.12","S05","1","8",6,"functional-groups","Label all functional groups present in the neuropeptide Met-enkephalin (Tyr-Gly-Gly-Phe-Met pentapeptide)."
"exam1_s05","Berkowski","5.12","S05","1","9",4,"nomenclature","Name the following molecules using IUPAC nomenclature: (a) a complex branched alkane; (b) 1-bromo-1-tert-butylcycloheptane (with stereochemistry)."
"exam1_s05","Berkowski","5.12","S05","1","10",16,"resonance","Draw the 4 major resonance contributors for a conjugated enaminone. Show lone pairs and curved arrows. Place checkmarks on the three best contributors. Circle all nucleophilic atoms."
"exam1_s05","Berkowski","5.12","S05","1","11",12,"conformational-analysis","(a) Identify Newman projections that represent conformations of 2,2-dimethylbutane along any C-C bond. (b) Draw the most and least stable Newmans along C2-C3. (c) Calculate the barrier to rotation."
"exam1_s05","Berkowski","5.12","S05","1","12",12,"conformational-analysis","For diastereomers A and B of 2-chloro-1,1,3-trimethylcyclohexane: (a) draw ring-flipped conformers; (b) Newman projections along C5-C6 and C3-C2; (c) circle lower energy chair; (d) which molecule A or B is lower energy and why."
"exam1_s05","Berkowski","5.12","S05","1","13",9,"stereochemistry","For three structures (bridged bicyclic methyl compound; 2-amino-2-cyano-1-bromoethanol; 2-hydroxy-2-methyl-1,3-propanediol): (a) label each C/A/M; (b) assign R/S to each stereocenter."
"exam1_s05","Berkowski","5.12","S05","1","14",9,"stereochemistry","Indicate the relationship between three pairs of molecules as enantiomers (E) diastereomers (D) or same molecule (S)."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","1",0,"molecular-structure","Calculate the degree of unsaturation for the molecular formula C8H11NOCl2."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","2",0,"alkene-chemistry","Assign E/Z nomenclature to two alkenes: (a) a bromo-methoxy-hydroxy trisubstituted alkene; (b) a cyclopentyl-carboxylate alkene."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","3",0,"alkene-chemistry","Circle the lowest energy alkene among four structural isomers."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","4",0,"carbocations","Rank five carbocations in order of stability (1 = most stable) including OCH3-stabilized allylic tertiary and simple secondary examples."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","5",0,"nomenclature","Name two molecules using IUPAC nomenclature: (a) a branched chiral alkane with bromine; (b) a complex diene-alkyne."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","6",0,"reaction-kinetics","Draw four reaction coordinate diagrams: (a) endergonic 2-step RDS=first; (b) 3 transition states DG>0; (c) 3-step with K>1 and third step fastest; (d) one-step with reverse faster than forward."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","7",0,"reactions","Predict products including all stereoisomers for: (a) hydroboration-oxidation; (b) carbene addition CHCl3/KOH; (c) mCPBA epoxidation; (d) oxymercuration-reduction. Classify each as A/R/M/C."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","8",0,"retrosynthesis","Provide alkene or alkyne reactants and all reagents for: (a) epoxide via ozonolysis; (b) cyclohexanecarbaldehyde via OsO4 then HIO4; (c) methylcyclohexyl ketone; (d) Z-2-pentene from alkyne."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","9",0,"reaction-mechanism","Write mechanisms for: (a) addition of Br2 to an aminodiene; (b) Markovnikov addition of HBr to alpha-methylstyrene."
"Exam2_Practice_a","Berkowski","5.12","S05","P2a","10",0,"reaction-mechanism","Provide a detailed mechanism and all reagents for conversion of 3-propylcyclopentene to the corresponding anti addition allylic dibromide."
"exam2_s05","Berkowski","5.12","S05","2","1",4,"carbocations","Rank four bicyclic and bridgehead carbocations in order of stability (1 = most stable)."
"exam2_s05","Berkowski","5.12","S05","2","2",4,"alkene-chemistry","Rank four substituted cyclohexenyl alkenes in order of energy (1 = lowest energy)."
"exam2_s05","Berkowski","5.12","S05","2","3a",4,"reaction-mechanism","For a terminal alkyne anion (pKa ~25) reacting with an oxocarbenium ion: label nucleophile and electrophile type use curved arrows and draw the product."
"exam2_s05","Berkowski","5.12","S05","2","3b",4,"reaction-mechanism","For an allyl cation reacting with a vinyl ether: label nucleophile and electrophile type use curved arrows and draw the product."
"exam2_s05","Berkowski","5.12","S05","2","4",8,"reaction-kinetics","Draw a reaction coordinate diagram satisfying all of the following constraints: exergonic; 3 steps; first step is rate-determining; second intermediate is more stable than first; third step is faster than the reverse of the second."
"exam2_s05","Berkowski","5.12","S05","2","5a",4,"oxidation","Show the product(s) of ozonolysis then DMS work-up of a benzyl vinyl ether. Ignore stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","5b",4,"alkyne-chemistry","Show the product of Markovnikov hydration of a propargyl ether using HgSO4/H2SO4/H2O. Ignore stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","6a",4,"reactions","Provide product(s) including all stereoisomers: a trisubstituted alkene treated with 1) Hg(OAc)2/MeOH 2) NaBH4. Classify as A/R/M/C."
"exam2_s05","Berkowski","5.12","S05","2","6b",4,"reactions","Provide product(s) including all stereoisomers: a trisubstituted alkene treated with mCPBA. Classify as A/R/M/C."
"exam2_s05","Berkowski","5.12","S05","2","7a",4,"reactions","Provide the MAJOR product (with stereochemistry) of a norbornyl exo-alkene reacted with Br2/H2O."
"exam2_s05","Berkowski","5.12","S05","2","7b",4,"reactions","Provide the MAJOR product of methylenecyclopentane treated with H2/Pd/C. Indicate stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","7c",4,"reactions","Provide the MAJOR product of 1-tert-butyl-4-methylenecyclohexane treated with 1) BH3/THF 2) H2O2/NaOH. Indicate stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","8",6,"retrosynthesis","Provide an alkyne starting material and reagents to synthesize cyclopentanecarbaldehyde using a tautomerization step. Show all intermediates."
"exam2_s05","Berkowski","5.12","S05","2","9",6,"reactions","Provide the missing reagents and draw the final product for a 3-step sequence: internal alkyne -> Z-alkene -> anti-diol -> HIO4 oxidative cleavage."
"exam2_s05","Berkowski","5.12","S05","2","10",8,"synthesis","Provide an alkyne starting material and all reagents for a 2-step synthesis giving a methylethyl epoxide."
"exam2_s05","Berkowski","5.12","S05","2","11a",9,"reaction-mechanism","Provide the complete mechanism and major product for Markovnikov addition of HBr to a branched terminal alkene. Ignore stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","11b",9,"reaction-mechanism","Provide the complete mechanism and major product for radical anti-Markovnikov addition of HBr to methylenecyclopentane (HBr/ROOR/heat). Ignore stereochemistry."
"exam2_s05","Berkowski","5.12","S05","2","12",10,"reaction-mechanism","Propose a complete mechanism for addition of Br2 to vinylcyclopropane giving a ring-opened homoallylic dibromide product. Ignore stereochemistry."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","1",14,"spectroscopy","In four sentences or fewer explain why only certain nuclei are detected in MRI and why different tissues have different signal intensities."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","2",8,"nomenclature","Give IUPAC names for two molecules: (a) a beta-ketoester with a stereocenter; (b) a haloamide with chiral center."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","3",4,"nomenclature","Draw (S)-4-Chloro-N,N-dimethyl-3-oxohexanamide."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","4a",4,"nomenclature","Give the IUPAC name of an amino acid with two stereocenters and a branched side chain (threonine derivative)."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","4b",5,"acid-base","Draw the predominant structure of the amino acid at pH 7."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","4c",5,"acid-base","Draw the predominant structure of the amino acid at pH 1."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","5",8,"resonance","Draw all significant resonance structures for an amide bond (general N-C=O). Explain the contribution of each to the overall hybrid."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","6",6,"bonding","List three attributes of amide bonds that arise from resonance and contribute to protein structural stability."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","7a",5,"conformational-analysis","Identify the bond in aspartame that has the highest barrier to rotation and explain why using resonance."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","7b",10,"reactions","Explain in 1-2 sentences why aspartame loses its sweet taste when heated in aqueous solution. Draw the relevant structure."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","8",23,"reaction-mechanism","Use curved arrows to show the resonance structure or reaction intermediate for three carbonyl reactions: (A) aldehyde + HO-; (B) ketone + H3O+; (C) ester + CH3O-. Show all lone pairs."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","9",5,"acidity","Rank five acids in order of acidity (1 = most acidic). Compounds include carboxylic acid phenol alcohol ammonium and thiol."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","10",5,"acidity","Rank five anions in order of stability (1 = most stable). Anions include enolate carboxylate alkoxide phenoxide and thiolate."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","11",4,"acidity","Rank four carbonyl compounds in order of reactivity toward HO- nucleophile (1 = most reactive): ester amide acid chloride and ketone."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","12",4,"acidity","Rank four anions in order of stability (1 = most stable) including alpha-halo and alpha-ester enolates."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","13",29,"reaction-mechanism","Write a complete step-by-step mechanism for acid-catalyzed hydrolysis of a lactam (cyclic amide). Use curved arrows for every step. Identify all intermediates."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","14",19,"reaction-mechanism","Write a complete mechanism for reaction of an acid chloride with methylamine. Identify nucleophile and electrophile in the first step. What is the minimum number of equivalents of amine required and why?"
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","16a",26,"reactions","Draw the products of each reaction: multiple carbonyl reactions including Grignard addition saponification transesterification and reduction. One product per reaction."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","16b",35,"reactions","Draw the products of each reaction: multiple reactions from an ester starting material including enolate alkylation aldol condensation Claisen condensation and imine formation."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","17",15,"retrosynthesis","Perform retrosynthetic analysis on a target molecule containing a beta-ketoester motif. Identify appropriate disconnections and show the synthetic route forward."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","18a",9,"synthesis","Provide reagents to convert a primary amide to a beta-lactam (cyclic amide via intramolecular reaction)."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","19",10,"synthesis","Provide reagents for a 3-step synthesis converting a primary alcohol to an aldehyde with one fewer carbon (chain shortening via oxidation and decarbonylation)."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","20a",16,"synthesis","Provide reagents for a multi-step synthesis starting from ethylene and making a racemic beta-hydroxy aldehyde. All intermediates must be shown."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","20b",15,"synthesis","Provide reagents for a multi-step synthesis converting a simple ester to a conjugated diene using a Wittig-type olefination."
"Exam2Sp09QuesGS","Iverson","Chem 310N","S09","2","20c",20,"reactions","Given the unusual reactivity of trifluoroacetic anhydride toward alcohols and amines predict products and provide explanations for four specific reaction scenarios."
"Exam2Sp12","Iverson","Chem 310N","S12","2","1",14,"spectroscopy","In four sentences or fewer explain why only certain nuclei are detected in MRI and why different tissues produce different signal intensities."
"Exam2Sp12","Iverson","Chem 310N","S12","2","2",4,"nomenclature","Give the IUPAC name for a beta-ketoester containing one stereocenter."
"Exam2Sp12","Iverson","Chem 310N","S12","2","3",4,"nomenclature","Draw (S)-4-Chloro-N,N-dimethyl-3-oxohexanamide."
"Exam2Sp12","Iverson","Chem 310N","S12","2","5",8,"resonance","Draw all significant resonance structures for an amide bond (general N-C=O). Explain the contribution of each to the overall hybrid."
"Exam2Sp12","Iverson","Chem 310N","S12","2","6",6,"bonding","List three attributes of amide bonds that arise from resonance and contribute to protein structural stability."
