id,name,reagents,tier,decision_q,choiceA,choiceA_correct,choiceB,choiceB_correct,choiceC,choiceC_correct,choiceD,choiceD_correct,prod_type,prod_c1,prod_c2,prod_stereo,rule,trap_id,firstMove,shortcut,whyTrapTempting,smiles
hbr_anti_markovnikov_seq_1,Multi-Step: HBr Peroxides Then NaOCH3,"1. NEt3, heat  2. HBr, peroxides  3. NaOCH3",predict,"A secondary alkyl bromide (Br on C2 of a 4-carbon chain) reacts with 1) NEt3/heat (elimination), 2) HBr/peroxides (radical addition), 3) NaOCH3 (elimination). What is the major final product?",The same alkyl bromide (no net change),false,A terminal alkene (less substituted) from Hofmann-type product,true,A methyl ether,false,A more substituted internal alkene,false,,,,,"Step 1: NEt3/heat = elimination -> gives internal (Zaitsev) alkene. Step 2: HBr/peroxides = anti-Markovnikov radical addition -> Br moves to the terminal (less substituted) carbon. Step 3: NaOCH3 = base-induced E2 elimination -> gives the terminal (less substituted) alkene. Net: Br has migrated from internal to terminal position via the radical step, and the sequence achieves an anti-Zaitsev product.",,Track where Br ends up after each step. The radical step (HBr/peroxides) is the key -- it places Br anti-Markovnikov.,"This 3-step sequence is the classic way to move Br from internal to terminal position, achieving the Hofmann alkene that simple elimination cannot give.","Students may assume NaOCH3 gives the same alkene as NEt3 (Zaitsev), not realizing the radical step repositioned the Br to the terminal carbon.",
dehydration_seq_then_br2_1,Multi-Step: H2SO4/Delta Then Br2,"1. H2SO4, heat  2. Br2",predict,A tertiary alcohol (2-methylbutan-2-ol) reacts with 1) H2SO4/heat then 2) Br2. What is the major final product?,Vicinal dibromide with Br atoms on C2 and C3 in anti arrangement,true,Allylic bromide via radical substitution,false,Geminal dibromide at C2,false,No reaction -- Br2 does not react with alkenes from dehydration,false,add,"anti-2,3-dibromo-2-methylbutane",,trans,"Step 1: dehydrate to give 2-methylbut-2-ene (Zaitsev). Step 2: Br2 adds anti via bromonium ion to give vicinal trans-dibromide. Product is a mixture of enantiomers of 2,3-dibromo-2-methylbutane.",,Identify: H2SO4/heat = dehydration. Then Br2 = anti addition (bromonium). Track regiochemistry and stereochemistry through both steps.,Dehydration gives the most substituted alkene; Br2 then adds anti to give trans-vicinal dibromide.,"Students may skip the dehydration step and try to add Br2 directly to the alcohol, or confuse anti addition with syn.",
markovnikov_se_addition_1,Markovnikov Addition of CH3SeOH to Propene,CH3SeOH,predict,"CH3SeOH adds to propene. The Se-O bond is polarized so that oxygen is the nucleophile (O is more electronegative than Se). Which carbon does the OH end up on, and what is the major product?","1-methylselenyl-2-propanol: OH on C2, SeCH3 on C1 (Markovnikov for O)",true,1-hydroxy-1-(methylselenyl)propane: both O and Se on C1,false,"2-methylselenyl-1-propanol: SeCH3 on C2, OH on C1 (anti-Markovnikov for O)",false,No addition occurs because Se is too large to react with a simple alkene,false,add,OH on more substituted carbon (C2 of propene),SeCH3 on less substituted carbon (C1 of propene),racemic,"O is more electronegative than Se, so in Se-O bond the O is delta-minus and acts as nucleophile. By Markovnikov logic the nucleophile (O/OH) adds to the more substituted carbon. Product is 1-(methylselenyl)-2-propanol.",anti_markov_trap,"Determine polarity of Se-O bond: O is more electronegative, so Se is electrophilic and O is nucleophilic. Then apply Markovnikov: nucleophile to more substituted carbon.","O below Se on periodic table means Se is like a big, less electronegative version of O. The nucleophilic end (O) goes Markovnikov.","Students instinctively think of the SeCH3 group as the functional group that attacks, analogous to HX where H goes to the less substituted carbon. But here O is the nucleophilic end, flipping the regiochemistry intuition.",CC(O)CSeCH3
combustion_heat_rank_1,Combustion Heat Ranking of Isomeric Alkenes,,toggle,"Four isomeric C7 alkenes are burned completely. Rank them from most heat produced (1) to least heat produced (4): A = 2-methylenehexane (terminal exocyclic methylene), B = cis-3-heptene (cyclopropyl-fused look, cis disubstituted), C = trans-3-heptene (trans disubstituted), D = 2,3-dimethyl-2-pentene (trisubstituted).","Most heat: A (least stable alkene), then B (cis), then C (trans), then D (most stable, trisubstituted) = A>B>C>D",true,"Most heat: D (most substituted releases most energy), then C, then B, then A",false,All isomers produce identical heat because they have the same molecular formula,false,"Most heat: C (trans), then B (cis), then A, then D",false,,,,,Less stable alkenes have higher potential energy and release more heat on combustion. Stability order: trisubstituted > trans disubstituted > cis disubstituted > monosubstituted/terminal. So heat of combustion order is the reverse of stability.,stability_combustion_inversion,"Rank alkene stability first (more substituted = more stable). Then invert: most stable burns coolest, least stable burns hottest.",Stability and heat of combustion are inversely related for isomers.,Students confuse 'more stable' with 'more energetic' and rank the trisubstituted alkene as releasing the most heat.,
reagent_id_hydroboration_1,Reagents for Anti-Markovnikov Alcohol from Vinyl Bromide via Elimination then Hydroboration,,reverse,A secondary allylic bromide (3-bromo-3-methylpent-1-ene equivalent) is converted to a primary alcohol (anti-Markovnikov). What two-step reagent sequence achieves this?,"1. NEt3 (elimination to alkene), 2. BH3-THF then NaOH/H2O2 (hydroboration-oxidation)",true,"1. NaOH/H2O (direct SN2 substitution), 2. H2SO4/heat",false,"1. Hg(OAc)2/H2O, 2. NaBH4 (oxymercuration-reduction for Markovnikov alcohol)",false,"1. Mg/ether (Grignard), 2. H2O workup",false,add,OH on less substituted carbon (anti-Markovnikov),,syn addition in hydroboration step,"NEt3 eliminates HBr to give the alkene. BH3-THF then NaOH/H2O2 gives anti-Markovnikov, syn addition alcohol at the less hindered carbon.",markov_vs_antimarkov,Identify the target: primary OH means anti-Markovnikov. Choose hydroboration-oxidation after eliminating to the alkene.,Primary OH from secondary alkyl halide = elimination then hydroboration-oxidation.,"Oxymercuration-reduction also gives an alcohol but is Markovnikov, placing OH on the more substituted carbon, which is the wrong regiochemistry here.",
reagent_id_ozonolysis_ring_open_1,Reagents to Cleave Cyclic Alcohol to Ketoaldehyde via Ozonolysis,,reverse,1-methylcyclohexanol (secondary cyclic alcohol with OH) must be converted to a linear ketoaldehyde (ring-opened dicarboxyl product). What reagent sequence achieves this?,"1. H2SO4/heat (dehydration to cyclohexene), 2. 1. O3, 2. Me2S (ozonolysis) to give ring-opened dialdehyde/ketoaldehyde",true,1. KMnO4 alone (directly oxidizes and ring opens),false,"1. HBr (add HBr to get bromide), 2. Mg/ether Grignard",false,"1. NaBH4 (reduce), 2. H2SO4",false,cleave,one aldehyde terminus,one ketone terminus,,"Dehydrate the alcohol with H2SO4/heat to form cyclohexene derivative, then ozonolysis (O3, Me2S) cleaves the double bond to give the ring-opened dicarboxyl compound.",wrong_oxidation_tool,"Recognize that ring-opening of a cyclic alcohol to a linear chain requires: first make the alkene (dehydration), then cleave it (ozonolysis).",Cyclic alcohol to linear dicarbonyl = dehydrate then ozonolyze.,KMnO4 is associated with oxidative cleavage but does not give clean aldehyde products under standard conditions and does not dehydrate first.,
reagent_id_dibromide_cyclopentene_1,Reagents for Trans-Dibromide then Eliminate to Cyclopentadiene,,reverse,"Cyclopentene is converted to a trans-1,2-dibromocyclopentane, and then to cyclopentadiene (two double bonds). What reagent sequences accomplish step 1 (bromination) and step 2 (double elimination)?","Step 1: Br2 (anti addition gives trans-1,2-dibromocyclopentane). Step 2: 2 equiv KOtBu or NaOEt (double E2 elimination gives cyclopenta-1,3-diene)",true,"Step 1: HBr (gives monobromide, not dibromide). Step 2: base",false,Step 1: Br2/hv (radical addition gives cis product). Step 2: NaOH,false,Step 1: NBS (gives allylic bromide). Step 2: base,false,add,"trans-1,2-dibromocyclopentane (step 1)","cyclopenta-1,3-diene (step 2)",trans (anti addition of Br2),"Br2 adds anti across the double bond giving trans-1,2-dibromocyclopentane. Two E2 eliminations with strong base (KOtBu) remove both HBr units to give cyclopenta-1,3-diene.",radical_vs_ionic_bromine,"Br2 in the dark = electrophilic addition (anti, trans dibromide). Then E2 twice with bulky base.","Br2 alone = anti addition. Br2/hv = radical (different mechanism, different stereo).","Students mix up Br2/hv (radical, allylic) with Br2 alone (ionic addition to alkene).",
alkene_stability_rank_2,Alkene Stability Ranking (4 Isomers),,recognise,"Rank the following four alkene isomers from most stable (1) to least stable (4): A = (E)-pent-2-ene (trans, disubstituted internal), B = 2-methylbut-2-ene (trisubstituted internal), C = (Z)-pent-2-ene (cis, disubstituted internal), D = penta-1,3-diene or pent-1-ene (terminal, monosubstituted). Which ranking is correct?","B=1, A=2, C=3, D=4 (trisubstituted most stable, monosubstituted least stable)",true,"A=1, B=2, C=3, D=4 (trans always beats trisubstituted)",false,"D=1, C=2, A=3, B=4 (terminal most stable)",false,All four have identical stability because they share the same molecular formula,false,,,,,"Alkene stability increases with substitution (more alkyl groups on sp2 carbons = more hyperconjugation and inductive stabilization). Trisubstituted > trans disubstituted > cis disubstituted > monosubstituted. Answer from image: B(trisubstituted)=1, A(trans)=2, C(cis)=3, D(terminal)=4.",cis_vs_trans_confusion,Count substituents on the double bond carbons. More substituents = more stable.,Substitution count is the primary driver: 3 > 2 trans > 2 cis > 1.,"Students sometimes rank trans above trisubstituted because trans sounds 'more stable' due to reduced steric strain, but substitution level dominates.",
eu_calculation_1,Elements of Unsaturation for C5H8O,,recognise,What is the number of elements of unsaturation (degrees of unsaturation) for a compound with molecular formula C5H8O?,2,true,1,false,3,false,0,false,,,,,"EU = (2C + 2 - H) / 2, ignoring oxygen. EU = (2x5 + 2 - 8) / 2 = (12 - 8) / 2 = 4/2 = 2.",oxygen_counting_trap,Write the formula. Ignore O. Apply EU = (2C + 2 - H) / 2.,Oxygen does not change the EU formula. Treat C5H8O like C5H8.,"Students try to subtract oxygen from H or add it to the formula, inflating or deflating the count.",
ez_assignment_two_alkenes_1,E/Z Configuration Assignment for Two Alkenes,,recognise,"Compound A is a trisubstituted alkene with Cl on the same side as the longer chain (Cl and ethyl are on the same carbon, and the Cl is on the same face as the chain). Compound B has a vinyl group and an OCH3 group. Which statement is correct? A: (structure with Cl on one carbon, two-carbon chain on same carbon, methyl on other carbon, ethyl chain on other) B: (2-methylenepentene with OCH3 at bottom)",A is Z and B is E,false,A is Z and B is E,true,A is E and B is Z,false,A is E and B is E,false,,,,,"For A: on the Cl-bearing carbon, Cl > alkyl chain. On the other carbon, the longer chain > CH3. Cl and longer chain are on the same side = Z. For B: on the carbon with =CH2 and vinyl, the higher priority group; on the other carbon OCH3 > H. Assign E. Answer: b (A is Z, B is E).",priority_assignment_error,Assign CIP priorities to both substituents on each alkene carbon. Then determine same side (Z) or opposite side (E).,Always assign priorities atom-by-atom by atomic number before deciding E/Z.,"Students guess based on which groups look 'bigger' visually rather than applying CIP rules, especially when heteroatoms like Cl or O are involved.",
hbr_no_peroxide_predict_1,HBr (no peroxides) Addition to 2-Methylpropene,"HBr, no peroxides",predict,"2-methylpropene (isobutylene, a trisubstituted terminal alkene) reacts with HBr (no peroxides). What is the major product?","2-bromo-2-methylpropane (tert-butyl bromide, Br on tertiary carbon)",true,"1-bromo-2-methylpropane (isobutyl bromide, Br on primary carbon)",false,1-bromo-2-methylpropene (addition to give allylic bromide),false,2-bromo-1-methylpropane (same as isobutyl bromide),false,add,Br on more substituted (tertiary) carbon,H on less substituted carbon,racemic (if chiral center formed),"No peroxides = ionic Markovnikov addition. H adds to less substituted carbon, Br adds to more substituted carbon (via tertiary carbocation intermediate). Product: 2-bromo-2-methylpropane.",markov_vs_antimarkov,No peroxides = Markovnikov. Identify the more substituted carbon (tertiary). Br goes there.,HBr no peroxides: Br to the more substituted carbon always.,"Students flip the regiochemistry when the molecule has a branched terminus, thinking Br goes to C1 (end carbon).",CC(C)Br
oxymercuration_predict_1,Oxymercuration-Reduction Product,"1. Hg(OAc)2, H2O; 2. NaBH4",predict,"2-methylpropene (isobutylene) undergoes oxymercuration-reduction (1. Hg(OAc)2/H2O, 2. NaBH4). What is the major product?","2-methyl-2-propanol (tert-butanol; OH on tertiary carbon, Markovnikov)",true,"2-methyl-1-propanol (isobutanol; OH on primary carbon, anti-Markovnikov)",false,2-methylpropane (over-reduction),false,"2-methyl-1,2-propanediol (diol product)",false,add,OH on more substituted carbon (Markovnikov),H from NaBH4 on less substituted carbon,"no rearrangement, racemic if chiral",Oxymercuration-reduction gives Markovnikov alcohol without carbocation rearrangement. OH adds to more substituted carbon.,markov_vs_antimarkov,"Identify more substituted carbon. OH goes there (Markovnikov, no rearrangement).","Hg(OAc)2/H2O then NaBH4 = Markovnikov-OH, no rearrangement.","Students confuse oxymercuration (Markovnikov) with hydroboration (anti-Markovnikov), placing OH at the wrong carbon.",CCC(O)C
hydrogenation_predict_1,Catalytic Hydrogenation Product,"H2, Pt",predict,2-methylpropene reacts with H2/Pt. What is the major product?,2-methylpropane (isobutane; fully saturated),true,2-methylpropanol (alcohol added),false,Butane (chain rearrangement occurs),false,No reaction occurs,false,alkane,isobutane,,syn addition of H2,"H2/Pt adds H2 across the double bond (syn addition, both H from same face) to give the saturated alkane. No rearrangement.",wrong_product_type,H2/metal catalyst = hydrogenation. Add two H across the double bond.,"H2/Pt always gives alkane. Syn addition, no rearrangement.",Students sometimes expect ring formation or a Markovnikov product when they see a catalyst.,CCCC
epoxidation_predict_1,Epoxidation with mCPBA,PhCO3H (mCPBA equivalent),predict,2-methylpropene reacts with PhCO3H (a peracid). What is the major product?,"2-methyl-1,2-epoxypropane (epoxide on the double bond, syn addition of oxygen)",true,"2-methyl-1,2-propanediol (diol; that requires OsO4 or KMnO4)",false,2-bromo-2-methylpropanol (wrong reagent result),false,3-methylbut-1-ene (rearrangement product),false,epoxide,oxygen bridging both carbons of the former double bond,,syn (oxygen delivered from one face),"Peracid (PhCO3H, mCPBA) delivers a single oxygen atom to the alkene in a concerted syn fashion to give the epoxide.",diol_vs_epoxide,"Peracid = epoxidation. One O added, syn, forms 3-membered ring.","PhCO3H or mCPBA always gives epoxide, never diol.","Students confuse peracid epoxidation with OsO4 dihydroxylation, both of which are syn but give epoxide vs. diol respectively.",C1OC1(C)CC
e2_elimination_naoch3_1,E2 Elimination with NaOCH3 from Secondary Alkyl Bromide,NaOCH3,predict,A secondary alkyl bromide (2-bromo-2-methylbutane equivalent from image 149e: a disubstituted secondary alkyl bromide) reacts with NaOCH3. What is the major product?,"The more substituted alkene (Zaitsev product, E2 elimination toward more substituted carbon)",true,The less substituted alkene (Hofmann product),false,The substitution product (ether via SN2),false,No reaction,false,,more substituted alkene,,E2 requires anti-periplanar geometry,"NaOCH3 is a strong, moderately hindered base. With a secondary substrate it favors E2. Zaitsev's rule: the more substituted (more stable) alkene is the major product. Image confirms E2 (Zaitsev) product.",sn2_vs_e2,Strong base + secondary alkyl halide = E2. Apply Zaitsev: eliminate toward more substituted side.,NaOCH3 = strong base = E2 for secondary/tertiary halides. Zaitsev product unless bulky base.,"Students think methoxide will do SN2 because it is an alkoxide nucleophile, but with a secondary substrate E2 dominates.",CC=CCC
e2_bulky_base_cyclohexyl_1,E2 with Bulky Base (KOCMe3) from Bromocyclohexane,KOCMe3 (potassium tert-butoxide),predict,Bromocyclohexane with a methyl group (bromomethylcyclohexane or 1-bromo-1-methylcyclohexane) reacts with KOCMe3 (potassium tert-butoxide). What is the major product?,Less substituted alkene (Hofmann product) because bulky base cannot access the more hindered beta-hydrogen,true,More substituted alkene (Zaitsev product),false,Substitution product (tert-butyl ether),false,No reaction because the base is too bulky to abstract any proton,false,,less substituted alkene,,E2 anti-periplanar,"Bulky base (KOtBu) cannot access the more hindered beta-H adjacent to the more substituted carbon. It preferentially abstracts the less hindered beta-H, giving the less substituted (Hofmann) alkene.",zaitsev_vs_hofmann,Identify the base as bulky (KOtBu). Bulky base = Hofmann product (less substituted alkene).,Bulky base = less substituted alkene. Non-bulky base = more substituted alkene (Zaitsev).,Students default to Zaitsev without checking whether the base is bulky. The image answer confirms the Hofmann product for KOCMe3.,C1=CCCCC1
bromination_cyclohexene_stereo_1,Bromohydrin from Cyclohexene: Stereochemistry,"Br2, H2O",predict,"Cyclohexene reacts with Br2 in H2O. What is the major product, and what is its stereochemistry?","trans-2-bromocyclohexan-1-ol (anti addition, racemic mixture)",true,cis-2-bromocyclohexan-1-ol (syn addition product),false,"1,2-dibromocyclohexane (both bromines added)",false,cyclohexanone (oxidation product),false,add,trans-2-bromocyclohexan-1-ol,,anti addition; OH and Br are trans; racemic pair of enantiomers,"Br2 in H2O forms a bromonium ion intermediate; water attacks anti to Br, giving trans (anti) bromohydrin. The two attack faces give a racemic mixture.",cis_bromohydrin_trap,"Identify the reagent: Br2/H2O forms a bromonium ion, not a simple electrophilic addition",Br2/H2O = bromohydrin = anti addition = trans relationship between OH and Br,"Students expect both groups to add to the same face (syn), forgetting the bromonium ion forces anti attack by water",C1CCCCC1
osmium_cyclopentene_diol_1,Syn Dihydroxylation of Cyclopentene,"OsO4, H2O2",predict,Cyclopentene reacts with OsO4 followed by H2O2. What is the major product and its stereochemistry?,"cis-cyclopentane-1,2-diol (syn addition, both OH on same face)",true,"trans-cyclopentane-1,2-diol (anti addition product)",false,cyclopentanone (oxidative cleavage product),false,cyclopentanol (single hydroxyl addition),false,diol,"cis-cyclopentane-1,2-diol",,syn addition; both OH groups on the same face; racemic mixture,OsO4 forms a cyclic osmate ester that delivers both oxygens to the same face (syn). H2O2 cleaves the osmate ester to give the cis-diol.,trans_diol_trap,Identify OsO4 as a syn dihydroxylation reagent,OsO4 = syn diol = cis relationship between OH groups,"Students confuse OsO4 (syn) with mCPBA/H2O (anti, via epoxide opening) and predict the trans diol",C1CCCC1
hydroboration_methylenecyclopentane_1,Hydroboration-Oxidation of Methylenecyclopentane,"1. BH3/THF; 2. H2O2, NaOH",predict,"Methylenecyclopentane (exocyclic double bond) reacts with 1. BH3/THF, 2. H2O2/NaOH. What is the major product?","cyclopentylmethanol (exo alcohol, anti-Markovnikov, syn addition)",true,1-methylcyclopentan-1-ol (Markovnikov alcohol at tertiary carbon),false,cyclopentanone (oxidation product),false,1-methylcyclopentanol with trans OH and H,false,add,cyclopentylmethanol,,syn addition of H and OH; BH3 adds to less hindered (exo) carbon,"Hydroboration is syn and anti-Markovnikov: boron goes to the less substituted carbon (exo CH2), then oxidation replaces B with OH with retention. Product is cyclopentylmethanol.",markovnikov_hydroboration_trap,"Identify hydroboration-oxidation as anti-Markovnikov, syn addition",BH3 then H2O2/NaOH = anti-Markovnikov alcohol = OH on less substituted carbon,"Students apply Markovnikov's rule and put OH on the tertiary carbon, confusing hydroboration with acid-catalyzed hydration",C1(=C)CCC1
peracid_epoxidation_2butene_1,Peracid Epoxidation of (E)-2-butene,"CH3CO3H, H2O",predict,(E)-2-butene reacts with CH3CO3H (peracetic acid) in H2O. What is the stereochemical outcome?,"trans-2,3-butanediol (anti addition via epoxide opening with water)",true,"cis-2,3-butanediol (syn addition product)",false,"meso-2,3-butanediol (syn addition from both faces equally)",false,"racemic 2,3-dibromobutane (wrong reagent product)",false,diol,"trans-2,3-butanediol (racemic mixture)",,"Peracid forms epoxide (syn), then water opens epoxide anti; overall anti addition from (E)-alkene gives racemic trans-diol","Peracid (mCPBA or CH3CO3H) delivers oxygen syn to give an epoxide; water then opens the epoxide anti (backside attack). For (E)-2-butene, the two-step anti addition gives racemic (2R,3R) and (2S,3S) trans-diol.",epoxide_syn_opening_trap,"Recognize CH3CO3H as peracid = epoxidation, then consider how water opens the epoxide",Peracid + H2O = anti diol overall; (E)-alkene + anti addition = racemic trans-diol,"Students forget the anti opening step and predict cis (syn) product, or confuse peracid with OsO4",C(/C)=C/C
alkene_stability_rank_1,Alkene Stability Ranking,,recognise,"Put these alkenes in order from MOST stable to LEAST stable: (E)-2-hexene, (E)-3-methyl-2-pentene, (Z)-2-hexene, 1-hexene, 2,3-dimethyl-2-butene","2,3-dimethyl-2-butene > (E)-3-methyl-2-pentene > (E)-2-hexene > (Z)-2-hexene > 1-hexene",true,"(E)-2-hexene > (Z)-2-hexene > 2,3-dimethyl-2-butene > (E)-3-methyl-2-pentene > 1-hexene",false,"2,3-dimethyl-2-butene > (E)-2-hexene > (Z)-2-hexene > (E)-3-methyl-2-pentene > 1-hexene",false,"(E)-3-methyl-2-pentene > 2,3-dimethyl-2-butene > (E)-2-hexene > 1-hexene > (Z)-2-hexene",false,,,,,"Stability increases with more alkyl substituents on the double bond (hyperconjugation and induction). Tetrasubstituted > trisubstituted > disubstituted trans > disubstituted cis > monosubstituted. 2,3-dimethyl-2-butene (tetra) > (E)-3-methyl-2-pentene (tri) > (E)-2-hexene (di,trans) > (Z)-2-hexene (di,cis) > 1-hexene (mono).",cis_trans_stability_trap,Count substituents on each carbon of the double bond for each alkene,More alkyl groups on C=C = more stable; trans > cis for same substitution pattern,"Students forget that cis disubstituted is less stable than trans (steric strain) and rank them equally, or rank by chain length instead of substitution",
reverse_synthesis_bromine_addition_1,Identify Starting Alkene from Anti Addition Product,Br2,reverse,A compound reacts with Br2 to give a product with two Br atoms added in anti fashion across a double bond. What type of starting material is required?,An alkene (C=C double bond),true,An alkyne (C triple bond C),false,An alcohol (C-OH),false,An alkane (no unsaturation),false,add,,,anti addition of Br2,Br2 adds across C=C double bonds via bromonium ion intermediate giving anti addition of the two bromines. The starting material must be an alkene.,alkyne_trap,Work backwards: two bromines added anti = Br2 addition to a C=C,Vicinal dibromide with anti stereochemistry = came from alkene + Br2,"Students may think an alkyne would also work, forgetting that would give a vinyl dibromide first",
reverse_synthesis_hydroboration_alcohol_1,Identify Reagents for Anti-Markovnikov Alcohol from Alkene,,reverse,"Starting from pent-1-ene (CH3CH2CH2CH=CH2), what reagents give 1-pentanol (anti-Markovnikov alcohol)?","1. BH3/THF; 2. H2O2, NaOH",true,"H2O, H2SO4 (acid-catalyzed hydration)",false,"1. Hg(OAc)2, H2O; 2. NaBH4",false,"HBr, then NaOH",false,add,1-pentanol,,,Anti-Markovnikov alcohol addition requires hydroboration-oxidation (BH3/THF then H2O2/NaOH). Acid-catalyzed hydration and oxymercuration-demercuration both give Markovnikov (more-substituted) alcohol.,oxymercuration_trap,Recognize anti-Markovnikov means OH goes to less-substituted carbon; only hydroboration-oxidation does this,Anti-Markovnikov OH = BH3/THF then H2O2/NaOH,"Oxymercuration-demercuration also makes an alcohol from an alkene, but it is Markovnikov; students confuse the two routes",
reagent_deduction_cycloalkyl_alcohol_to_diol_1,Reagents for Syn Diol from Cycloalkanol,,reverse,"Cyclopentanol with a CH3 group needs to be converted to a product with a CH3 group, an OH, and a second OH in a syn (cis) relationship. What two-step reagent sequence works?",1. H2SO4 (eliminate to alkene); then 2. OsO4 (syn dihydroxylation),true,1. Br2; 2. NaOH,false,"1. mCPBA; 2. H2O, H+",false,1. KMnO4; 2. H2SO4,false,diol,cis-diol product,,syn (cis) relationship between OH groups,"The answer shown in the exam is: 1. H2SCy4, H+; 2. OsCy4, H2O2 (i.e. eliminate to alkene, then syn-dihydroxylate with OsO4). OsO4 delivers both OH syn.",epoxide_route_trap,"Target is syn diol, so need OsO4 on an alkene; first generate the alkene by elimination",Syn diol target = OsO4 route; need alkene first if starting from alcohol,"Students choose mCPBA + H2O, H+ which gives anti diol (epoxide opens anti), not syn",
multistep_sequence_2hexene_dehydration_1,Multi-step: Acid Hydration then Dehydration of (E)-2-pentene,"1. H2O, H+; 2. H2SO4, heat",predict,"A trisubstituted acyclic alkene is treated with: 1. H2O, H+; 2. H2SO4 heat. The answer image shows the intermediate is an alcohol and the final product is a more substituted alkene (after rearrangement or Zaitsev elimination). Which statement best describes the overall transformation?","Markovnikov hydration gives the more-substituted alcohol, then dehydration (Zaitsev) gives the most substituted alkene",true,Anti-Markovnikov hydration then dehydration gives the least substituted alkene,false,"Hydration gives a diol, then dehydration gives an epoxide",false,The alkene is unchanged because the two steps cancel each other out,false,add,Markovnikov alcohol intermediate,most-substituted alkene (Zaitsev product),,"H2O/H+ adds water Markovnikov to give more-substituted alcohol. H2SO4/heat causes E1 or E2 elimination following Zaitsev to give the most stable (most substituted) alkene. If a carbocation rearrangement is possible, the more stable carbocation forms first.",double_zaitsev_trap,Step 1: identify Markovnikov alcohol; Step 2: identify Zaitsev elimination product,H2O/H+ then H2SO4/heat = net isomerization to more stable alkene via alcohol,Students think the sequence is pointless (net zero change) rather than recognizing it isomerizes the alkene to a more substituted position,CC=CCC
multistep_cyclopentene_hbr_kocme3_br2_1,Multi-step: HBr/peroxides then KOCMe3 then Br2 on Cyclopentene,"1. HBr, peroxides; 2. KOCMe3; 3. Br2",predict,Cyclopentene is treated with: 1. HBr/peroxides; 2. KOCMe3; 3. Br2. What is the major product?,"1,2-dibromocyclopentane with anti (trans) stereochemistry",true,"1,2-dibromocyclopentane with syn (cis) stereochemistry",false,3-bromocyclopentene (allyl bromide),false,Cyclopentane (fully reduced product),false,add,"trans-1,2-dibromocyclopentane",,anti addition of Br2 in step 3; overall trans dibromide,"Step 1: HBr/peroxides = anti-Markovnikov addition, gives bromocyclopentane. Step 2: KOCMe3 = bulky base, E2 elimination, gives cyclopentene (or isomeric alkene). Step 3: Br2 adds anti via bromonium ion. Net result is trans-1,2-dibromocyclopentane.",syn_dibromide_trap,"Trace each step: anti-Markovnikov HBr, then elimination with bulky base, then anti Br2 addition",Br2 always adds anti = trans dibromide on cyclopentane ring,Students may think the sequence gives a syn product because two bromination steps are involved,C1CCCC1
reagents_elimination_cyclobutylbr_1,Reagents: E2 Elimination of Bromocyclohexane to Cyclohexene,,reverse,Bromocyclohexane needs to be converted to cyclohexene. Which reagent set accomplishes this?,"1. NEt3 (or any base); 2. H2, Pt",false,1. NEt3 (tertiary amine base),true,"1. NaOH, H2O (aqueous conditions)",false,1. KOCMe3 (bulky base in tBuOH),false,,cyclohexene,,,The answer shown is NEt3 (or any base) for E2 elimination of HBr. Aqueous NaOH would favor SN2 substitution (giving cyclohexanol). KOCMe3 also works but NEt3 is shown explicitly in the answer image.,substitution_vs_elimination_trap,Target is alkene = elimination; choose base conditions (not nucleophile/water),Alkyl halide + base = elimination to alkene; strong bulky base favors E2,"NaOH in water looks like a base but is a better nucleophile under aqueous conditions, giving substitution instead of elimination",BrC1CCCCC1
reagents_cycloalkanol_to_cis_diol_1,Reagents: Convert Cycloalkanol to cis-Diol with Methyl Group,,reverse,"Starting from (1-methylcyclohexyl)methanol (exo alcohol), what sequence gives a product with both a CH3 group and two OH groups in a syn relationship on a cyclopentane ring?","1. H2SO4, H+ (dehydration); 2. OsO4, H2O2 (syn dihydroxylation)",true,1. PBr3; 2. NaOH (SN2),false,1. mCPBA; 2. H3O+ (epoxide opening),false,"1. KMnO4, cold; 2. H2O",false,diol,syn-diol with methyl substituent,,syn (cis) OH groups,"The exam answer shows: 1. H2SCy4, H+ to dehydrate the alcohol to an alkene; 2. OsCy4, H2O2 to syn-dihydroxylate. This gives a cis-diol with the CH3 group intact.",anti_diol_epoxide_trap,Target has cis OH groups = syn dihydroxylation needed; use OsO4 after generating alkene,Cis-diol = OsO4 route; anti-diol = epoxide route,"Students pick mCPBA + H3O+ for the diol, but that gives anti (trans) opening",
